,HARGA,LT,LB,JKT,JKM,GRS,KOTA
401,25000000000,685,450,4,4,1,Jakarta Selatan
402,20000000000,910,450,5,4,1,Jakarta Selatan
403,15000000000,580,220,4,3,0,Jakarta Selatan
404,8500000000,246,221,3,3,1,Jakarta Selatan
405,4000000000,125,125,3,3,1,Jakarta Selatan
406,11500000000,400,300,3,3,1,Jakarta Selatan
407,27500000000,1010,605,6,6,1,Jakarta Selatan
408,6000000000,182,500,4,3,1,Jakarta Selatan
409,17500000000,477,550,4,4,1,Jakarta Selatan
410,17000000000,300,475,5,4,1,Jakarta Selatan
411,7500000000,259,410,4,3,1,Jakarta Selatan
412,28000000000,572,450,8,7,1,Jakarta Selatan
413,7000000000,349,349,9,5,1,Jakarta Selatan
414,9000000000,200,480,4,3,1,Jakarta Selatan
415,39000000000,973,1100,4,4,1,Jakarta Selatan
416,42000000000,2131,1600,5,5,1,Jakarta Selatan
417,4000000000,219,103,4,2,1,Jakarta Selatan
418,9000000000,490,350,4,3,1,Jakarta Selatan
419,25000000000,1000,800,4,3,1,Jakarta Selatan
420,3800000000,153,180,4,3,0,Jakarta Selatan
421,15000000000,506,400,3,3,0,Jakarta Selatan
422,17000000000,465,640,4,4,1,Jakarta Selatan
423,7300000000,278,350,4,4,1,Jakarta Selatan
424,8500000000,250,400,4,4,1,Jakarta Selatan
425,55000000000,2641,1000,4,3,1,Jakarta Selatan
426,17000000000,851,450,4,3,1,Jakarta Selatan
427,17000000000,392,327,4,4,1,Jakarta Selatan
428,10000000000,402,236,3,3,1,Jakarta Selatan
429,12000000000,254,370,4,4,1,Jakarta Selatan
430,10500000000,380,300,3,3,1,Jakarta Selatan
431,17500000000,417,560,4,4,1,Jakarta Selatan
432,5250000000,135,250,3,4,1,Jakarta Selatan
433,13500000000,565,380,3,3,1,Jakarta Selatan
434,10500000000,220,350,4,3,1,Jakarta Selatan
435,17000000000,440,350,4,4,1,Jakarta Selatan
436,7900000000,356,450,4,3,1,Jakarta Selatan
437,18600000000,474,455,4,4,0,Jakarta Selatan
438,35000000000,1200,900,6,6,1,Jakarta Selatan
439,25000000000,670,650,3,3,0,Jakarta Selatan
440,22000000000,754,500,4,4,1,Jakarta Selatan
441,68000000000,2595,1000,5,5,1,Jakarta Selatan
442,6500000000,266,350,4,4,1,Jakarta Selatan
443,2500000000,200,120,3,3,1,Jakarta Selatan
444,22000000000,754,500,4,4,1,Jakarta Selatan
445,22000000000,888,450,4,3,1,Jakarta Selatan
446,5100000000,120,210,4,3,0,Jakarta Selatan
447,9200000000,231,389,3,3,1,Jakarta Selatan
448,36000000000,1200,850,5,4,0,Jakarta Selatan
449,7900000000,205,357,4,4,0,Jakarta Selatan
450,5800000000,250,350,4,4,1,Jakarta Selatan
451,11000000000,230,350,4,4,1,Jakarta Selatan
452,4900000000,340,210,3,2,1,Jakarta Selatan
453,23000000000,806,700,4,4,1,Jakarta Selatan
454,17000000000,440,350,4,4,1,Jakarta Selatan
455,8200000000,188,330,3,3,1,Jakarta Selatan
456,9500000000,251,295,4,4,1,Jakarta Selatan
457,6500000000,266,350,4,3,1,Jakarta Selatan
458,27000000000,900,400,4,3,1,Jakarta Selatan
459,16500000000,600,400,7,4,1,Jakarta Selatan
460,35000000000,2000,800,4,4,0,Jakarta Selatan
461,6200000000,142,311,3,2,1,Jakarta Selatan
462,15000000000,912,484,6,3,1,Jakarta Selatan
463,9500000000,251,295,4,4,1,Jakarta Selatan
464,23000000000,806,700,4,4,1,Jakarta Selatan
465,7370000000,211,465,4,4,1,Jakarta Selatan
466,19500000000,850,750,3,2,1,Jakarta Selatan
467,5800000000,122,289,3,3,1,Jakarta Selatan
468,33000000000,1100,800,5,5,1,Jakarta Selatan
469,22500000000,500,536,5,5,1,Jakarta Selatan
470,4200000000,110,165,4,3,1,Jakarta Selatan
471,16950000000,387,250,1,1,1,Jakarta Selatan
472,13000000000,616,650,4,4,1,Jakarta Selatan
473,18000000000,670,385,4,4,1,Jakarta Selatan
474,7000000000,140,215,4,4,1,Jakarta Selatan
475,5000000000,234,350,4,4,1,Jakarta Selatan
476,38500000000,1420,550,8,5,1,Jakarta Selatan
477,15000000000,395,420,4,4,1,Jakarta Selatan
478,13500000000,230,400,3,2,1,Jakarta Selatan
479,13000000000,372,450,4,4,1,Jakarta Selatan
480,8500000000,250,400,4,4,1,Jakarta Selatan
481,17000000000,786,1000,6,7,0,Jakarta Selatan
482,43000000000,1350,750,5,5,1,Jakarta Selatan
483,13000000000,235,623,4,4,0,Jakarta Selatan
484,22000000000,1000,800,5,4,0,Jakarta Selatan
485,9950000000,212,300,4,3,1,Jakarta Selatan
486,12500000000,512,350,3,3,1,Jakarta Selatan
487,16000000000,578,500,5,4,1,Jakarta Selatan
488,22600000000,754,500,4,4,1,Jakarta Selatan
489,75000000000,1830,1000,5,4,1,Jakarta Selatan
490,30000000000,1100,500,4,4,1,Jakarta Selatan
491,20000000000,897,450,4,4,1,Jakarta Selatan
492,15000000000,733,140,2,2,1,Jakarta Selatan
493,19000000000,435,500,4,4,1,Jakarta Selatan
494,8700000000,229,327,4,3,1,Jakarta Selatan
495,25000000000,670,671,4,4,0,Jakarta Selatan
496,19000000000,520,600,4,4,0,Jakarta Selatan
497,35000000000,900,800,7,5,1,Jakarta Selatan
498,18000000000,677,450,4,3,0,Jakarta Selatan
499,15000000000,415,150,3,2,1,Jakarta Selatan
500,9500000000,350,460,6,5,1,Jakarta Selatan
501,25500000000,1020,816,5,3,0,Jakarta Selatan
502,16000000000,1095,450,3,4,1,Jakarta Selatan
503,15000000000,940,320,2,2,1,Jakarta Selatan
504,22000000000,824,600,7,4,1,Jakarta Selatan
505,6900000000,243,260,4,4,1,Jakarta Selatan
506,20000000000,429,499,4,4,1,Jakarta Selatan
507,45000000000,1466,900,9,9,1,Jakarta Selatan
508,60000000000,2360,542,6,8,1,Jakarta Selatan
509,10800000000,472,650,6,3,1,Jakarta Selatan
510,56000000000,1470,2000,7,7,1,Jakarta Selatan
511,14400000000,474,455,3,4,1,Jakarta Selatan
512,60000000000,2630,542,6,8,0,Jakarta Selatan
513,9500000000,278,400,3,2,1,Jakarta Selatan
514,19000000000,430,500,4,5,1,Jakarta Selatan
515,40000000000,973,1100,4,4,1,Jakarta Selatan
516,175230000000,4574,4271,4,4,1,Jakarta Selatan
517,19500000000,834,780,6,3,0,Jakarta Selatan
518,17000000000,392,450,4,4,1,Jakarta Selatan
519,16000000000,1095,450,3,4,1,Jakarta Selatan
520,13000000000,407,850,4,4,1,Jakarta Selatan
521,21000000000,817,500,4,3,0,Jakarta Selatan
522,19000000000,800,500,5,4,1,Jakarta Selatan
523,1880000000,90,135,3,3,1,Jakarta Selatan
524,5100000000,140,250,3,2,0,Jakarta Selatan
525,12000000000,572,432,5,6,1,Jakarta Selatan
526,8000000000,350,350,5,5,1,Jakarta Selatan
527,17000000000,389,450,7,4,1,Jakarta Selatan
528,49000000000,943,600,7,4,1,Jakarta Selatan
529,6000000000,144,250,4,3,1,Jakarta Selatan
530,12000000000,230,300,5,4,1,Jakarta Selatan
531,17000000000,470,660,4,4,1,Jakarta Selatan
532,10500000000,220,325,4,3,1,Jakarta Selatan
533,950000000,50,80,3,2,0,Jakarta Selatan
534,9500000000,462,350,3,3,1,Jakarta Selatan
535,19000000000,358,500,4,5,1,Jakarta Selatan
536,25500000000,1020,816,4,4,1,Jakarta Selatan
537,2800000000,70,125,3,3,0,Jakarta Selatan
538,18500000000,358,500,4,4,1,Jakarta Selatan
539,22000000000,780,580,4,4,0,Jakarta Selatan
540,5500000000,150,210,4,4,1,Jakarta Selatan
541,10500000000,500,700,4,4,1,Jakarta Selatan
542,17000000000,465,640,4,5,1,Jakarta Selatan
543,5680000000,151,245,3,3,1,Jakarta Selatan
544,15000000000,400,800,4,4,0,Jakarta Selatan
545,13500000000,615,500,4,5,0,Jakarta Selatan
546,4800000000,200,260,5,7,0,Jakarta Selatan
547,14000000000,350,250,3,3,1,Jakarta Selatan
548,19000000000,520,500,5,5,0,Jakarta Selatan
549,17000000000,389,450,4,4,1,Jakarta Selatan
550,13500000000,1034,900,6,5,1,Jakarta Selatan
551,8500000000,307,400,7,6,0,Jakarta Selatan
552,9500000000,458,300,5,4,1,Jakarta Selatan
553,40000000000,1050,800,27,21,1,Jakarta Selatan
554,18000000000,900,500,4,4,1,Jakarta Selatan
555,6700000000,285,258,4,4,0,Jakarta Selatan
556,37500000000,680,1250,6,5,1,Jakarta Selatan
557,26000000000,600,450,4,4,1,Jakarta Selatan
558,15000000000,500,1000,5,5,1,Jakarta Selatan
559,33000000000,585,900,7,6,1,Jakarta Selatan
560,8500000000,250,300,4,4,1,Jakarta Selatan
561,22000000000,900,1800,4,3,1,Jakarta Selatan
562,7900000000,220,300,3,3,1,Jakarta Selatan
563,11160000000,248,333,4,4,1,Jakarta Selatan
564,19500000000,443,450,5,3,0,Jakarta Selatan
565,10000000000,475,600,5,5,0,Jakarta Selatan
566,1100000000,59,80,3,2,1,Jakarta Selatan
567,7190000000,207,245,3,3,1,Jakarta Selatan
568,9000000000,200,300,5,4,1,Jakarta Selatan
569,5700000000,144,325,3,3,1,Jakarta Selatan
570,36000000000,1300,850,5,4,0,Jakarta Selatan
571,17000000000,663,530,5,4,1,Jakarta Selatan
572,23000000000,650,600,5,5,0,Jakarta Selatan
573,1140000000,60,60,3,2,0,Jakarta Selatan
574,12500000000,512,350,3,3,1,Jakarta Selatan
575,16000000000,587,350,4,3,1,Jakarta Selatan
576,5800000000,144,285,4,3,0,Jakarta Selatan
577,17000000000,536,900,7,2,1,Jakarta Selatan
578,14000000000,464,360,4,3,0,Jakarta Selatan
579,17500000000,518,450,5,7,1,Jakarta Selatan
580,26000000000,900,500,7,4,0,Jakarta Selatan
581,11500000000,547,500,4,3,1,Jakarta Selatan
582,19000000000,800,500,5,3,0,Jakarta Selatan
583,19000000000,800,500,5,4,1,Jakarta Selatan
584,3600000000,164,150,4,4,1,Jakarta Selatan
585,5300000000,90,205,3,3,1,Jakarta Selatan
586,11000000000,436,300,6,5,0,Jakarta Selatan
587,6620000000,135,225,5,4,0,Jakarta Selatan
588,5500000000,164,240,4,3,1,Jakarta Selatan
589,19800000000,1039,430,5,4,0,Jakarta Selatan
590,40000000000,1752,712,3,4,0,Jakarta Selatan
591,10000000000,395,450,5,5,1,Jakarta Selatan
592,6500000000,124,300,3,3,1,Jakarta Selatan
593,6800000000,145,330,4,1,1,Jakarta Selatan
594,9000000000,450,700,4,4,0,Jakarta Selatan
595,4500000000,240,355,4,3,1,Jakarta Selatan
596,24500000000,876,600,8,5,0,Jakarta Selatan
597,5800000000,144,325,3,3,1,Jakarta Selatan
598,10500000000,500,700,4,4,1,Jakarta Selatan
599,15500000000,440,350,6,4,0,Jakarta Selatan
600,7000000000,272,310,5,3,1,Jakarta Selatan
601,14500000000,600,643,5,5,1,Jakarta Selatan
602,5500000000,150,210,4,4,1,Jakarta Selatan
603,17000000000,670,800,5,5,1,Jakarta Selatan
604,18500000000,443,450,5,5,1,Jakarta Selatan
605,4400000000,236,158,6,4,0,Jakarta Selatan
606,14000000000,460,400,4,3,1,Jakarta Selatan
607,19800000000,1039,430,5,3,1,Jakarta Selatan
608,6800000000,253,380,4,3,1,Jakarta Selatan
609,14000000000,460,400,4,4,0,Jakarta Selatan
610,9550000000,251,288,3,4,1,Jakarta Selatan
611,4600000000,123,190,3,3,1,Jakarta Selatan
612,19000000000,358,500,5,5,1,Jakarta Selatan
613,5800000000,128,148,3,3,1,Jakarta Selatan
614,7000000000,291,210,4,3,1,Jakarta Selatan
615,21500000000,788,400,4,3,0,Jakarta Selatan
616,38000000000,900,422,4,3,1,Jakarta Selatan
617,5900000000,160,176,4,3,0,Jakarta Selatan
618,15000000000,600,450,5,4,0,Jakarta Selatan
619,14900000000,700,500,4,3,1,Jakarta Selatan
620,16000000000,587,350,4,3,1,Jakarta Selatan
621,21000000000,1180,550,5,4,1,Jakarta Selatan
622,9500000000,330,450,5,2,1,Jakarta Selatan
623,8500000000,400,280,3,3,0,Jakarta Selatan
624,14000000000,580,500,6,4,1,Jakarta Selatan
625,26000000000,600,450,4,4,1,Jakarta Selatan
626,13000000000,330,430,5,4,1,Jakarta Selatan
627,8600000000,246,350,3,3,0,Jakarta Selatan
628,7000000000,194,229,5,4,1,Jakarta Selatan
629,18000000000,800,600,5,5,1,Jakarta Selatan
630,5500000000,214,245,4,2,0,Jakarta Selatan
631,43000000000,1000,600,27,27,1,Jakarta Selatan
632,13500000000,250,350,5,4,1,Jakarta Selatan
633,36000000000,1300,850,5,5,1,Jakarta Selatan
634,4500000000,235,300,4,4,1,Jakarta Selatan
635,18500000000,1000,700,4,3,1,Jakarta Selatan
636,21500000000,603,400,4,1,1,Jakarta Selatan
637,21000000000,358,500,4,5,1,Jakarta Selatan
638,24000000000,450,1320,5,3,0,Jakarta Selatan
639,15000000000,225,425,5,4,1,Jakarta Selatan
640,21600000000,800,500,4,2,1,Jakarta Selatan
641,12000000000,477,970,5,4,1,Jakarta Selatan
642,5000000000,185,255,4,4,1,Jakarta Selatan
643,7700000000,188,300,3,3,1,Jakarta Selatan
644,8700000000,246,350,3,3,1,Jakarta Selatan
645,5200000000,464,400,5,5,1,Jakarta Selatan
646,30000000000,1017,500,5,3,1,Jakarta Selatan
647,4500000000,258,150,2,2,0,Jakarta Selatan
648,30000000000,1500,600,7,7,1,Jakarta Selatan
649,28000000000,1100,800,5,4,1,Jakarta Selatan
650,14200000000,474,455,3,3,1,Jakarta Selatan
651,29000000000,1019,800,6,4,1,Jakarta Selatan
652,6900000000,389,400,4,3,1,Jakarta Selatan
653,21900000000,377,266,4,3,1,Jakarta Selatan
654,14500000000,212,363,3,4,1,Jakarta Selatan
655,5300000000,129,148,3,3,0,Jakarta Selatan
656,7900000000,181,330,3,4,0,Jakarta Selatan
657,4500000000,151,200,4,4,1,Jakarta Selatan
658,17000000000,500,600,4,3,0,Jakarta Selatan
659,14500000000,240,450,4,4,1,Jakarta Selatan
660,20000000000,1040,600,4,3,1,Jakarta Selatan
661,5900000000,160,176,4,3,1,Jakarta Selatan
662,20000000000,1026,750,6,4,1,Jakarta Selatan
663,2500000000,94,180,4,4,0,Jakarta Selatan
664,18500000000,421,450,4,3,1,Jakarta Selatan
665,20000000000,472,650,4,3,0,Jakarta Selatan
666,6500000000,295,300,4,4,1,Jakarta Selatan
667,5000000000,225,245,3,3,0,Jakarta Selatan
668,17000000000,465,640,4,4,1,Jakarta Selatan
669,15000000000,500,600,5,5,1,Jakarta Selatan
670,10000000000,246,350,3,3,1,Jakarta Selatan
671,18000000000,700,500,5,4,1,Jakarta Selatan
672,36000000000,1147,900,5,6,1,Jakarta Selatan
673,35500000000,500,525,4,4,1,Jakarta Selatan
674,5250000000,190,320,4,3,1,Jakarta Selatan
675,13500000000,330,520,3,2,1,Jakarta Selatan
676,10700000000,604,550,5,5,1,Jakarta Selatan
677,18000000000,415,470,5,4,1,Jakarta Selatan
678,21000000000,817,500,4,4,1,Jakarta Selatan
679,10000000000,227,400,4,3,1,Jakarta Selatan
680,6500000000,215,320,4,3,1,Jakarta Selatan
681,4700000000,260,280,6,4,1,Jakarta Selatan
682,17500000000,518,450,5,7,1,Jakarta Selatan
683,19750000000,500,536,5,5,1,Jakarta Selatan
684,30000000000,317,450,4,4,1,Jakarta Selatan
685,15000000000,585,300,4,2,0,Jakarta Selatan
686,25000000000,1050,1000,4,4,0,Jakarta Selatan
687,11100000000,230,568,4,4,1,Jakarta Selatan
688,20000000000,780,500,4,3,0,Jakarta Selatan
689,5300000000,330,250,10,4,0,Jakarta Selatan
690,39000000000,973,1000,4,4,0,Jakarta Selatan
691,38000000000,1180,800,8,9,1,Jakarta Selatan
692,18000000000,216,384,4,4,1,Jakarta Selatan
693,23000000000,558,563,8,6,1,Jakarta Selatan
694,26000000000,1083,1200,6,6,1,Jakarta Selatan
695,23000000000,693,474,5,4,1,Jakarta Selatan
696,4750000000,161,250,4,2,0,Jakarta Selatan
697,15900000000,400,500,4,5,1,Jakarta Selatan
698,5500000000,230,300,3,3,0,Jakarta Selatan
699,9000000000,159,380,3,3,1,Jakarta Selatan
700,19000000000,817,600,5,4,1,Jakarta Selatan
701,22600000000,754,500,4,4,1,Jakarta Selatan
702,33000000000,585,900,7,6,1,Jakarta Selatan
703,12000000000,600,500,4,3,1,Jakarta Selatan
704,15000000000,385,500,4,5,1,Jakarta Selatan
705,17500000000,518,450,5,7,1,Jakarta Selatan
706,1870000000,22,90,3,2,0,Jakarta Selatan
707,17500000000,800,800,5,5,0,Jakarta Selatan
708,5800000000,144,285,4,3,1,Jakarta Selatan
709,39000000000,450,650,7,5,1,Jakarta Selatan
710,6500000000,399,350,4,3,1,Jakarta Selatan
711,12000000000,615,450,4,4,1,Jakarta Selatan
712,8800000000,527,600,3,3,0,Jakarta Selatan
713,7730000000,225,245,3,3,1,Jakarta Selatan
714,500000000,60,60,2,1,0,Jakarta Selatan
715,14400000000,474,450,4,3,1,Jakarta Selatan
716,16000000000,407,575,5,4,1,Jakarta Selatan
717,40000000000,973,1100,4,4,1,Jakarta Selatan
718,11000000000,180,415,4,5,1,Jakarta Selatan
719,5500000000,144,325,3,4,0,Jakarta Selatan
720,16000000000,350,600,4,4,0,Jakarta Selatan
721,21000000000,1042,550,7,6,1,Jakarta Selatan
722,11200000000,246,345,6,5,1,Jakarta Selatan
723,5500000000,214,245,5,3,0,Jakarta Selatan
724,6500000000,250,214,4,3,0,Jakarta Selatan
725,16500000000,472,650,4,3,1,Jakarta Selatan
726,10500000000,230,300,10,10,1,Jakarta Selatan
727,10000000000,227,400,6,4,1,Jakarta Selatan
728,10500000000,876,700,7,4,0,Jakarta Selatan
729,15000000000,400,450,5,4,1,Jakarta Selatan
730,8950000000,246,340,6,3,1,Jakarta Selatan
731,22000000000,1000,800,5,4,1,Jakarta Selatan
732,6800000000,133,331,4,3,1,Jakarta Selatan
733,5200000000,347,300,5,4,0,Jakarta Selatan
734,20000000000,450,550,5,2,0,Jakarta Selatan
735,26000000000,700,887,4,5,0,Jakarta Selatan
736,15500000000,450,400,4,4,0,Jakarta Selatan
737,6900000000,625,500,4,4,1,Jakarta Selatan
738,2750000000,130,175,3,3,0,Jakarta Selatan
739,22000000000,455,570,4,5,1,Jakarta Selatan
740,9550000000,251,288,4,3,0,Jakarta Selatan
741,15000000000,520,500,4,4,1,Jakarta Selatan
742,15000000000,1055,650,8,5,1,Jakarta Selatan
743,39000000000,973,1100,4,4,1,Jakarta Selatan
744,17500000000,518,450,5,7,1,Jakarta Selatan
745,28000000000,1020,816,5,3,1,Jakarta Selatan
746,4650000000,124,220,4,3,1,Jakarta Selatan
747,6800000000,389,200,4,3,1,Jakarta Selatan
748,5900000000,214,245,5,3,0,Jakarta Selatan
749,14500000000,648,400,8,6,1,Jakarta Selatan
750,36000000000,1300,850,6,4,1,Jakarta Selatan
751,19500000000,520,500,5,4,1,Jakarta Selatan
752,5000000000,300,200,5,4,0,Jakarta Selatan
753,11100000000,282,383,4,2,1,Jakarta Selatan
754,14000000000,718,400,2,2,1,Jakarta Selatan
755,4950000000,135,250,3,4,1,Jakarta Selatan
756,8500000000,246,221,4,4,1,Jakarta Selatan
757,4700000000,110,250,4,3,0,Jakarta Selatan
758,14400000000,451,320,5,4,1,Jakarta Selatan
759,85000000000,1175,1700,5,6,1,Jakarta Selatan
760,6700000000,190,250,4,3,1,Jakarta Selatan
761,4400000000,201,300,4,3,0,Jakarta Selatan
762,6800000000,212,170,3,2,1,Jakarta Selatan
763,5800000000,150,171,3,3,0,Jakarta Selatan
764,14850000000,539,610,4,4,1,Jakarta Selatan
765,11000000000,180,420,4,5,1,Jakarta Selatan
766,17000000000,392,400,4,4,1,Jakarta Selatan
767,8250000000,174,220,3,3,1,Jakarta Selatan
768,8000000000,352,200,4,2,1,Jakarta Selatan
769,16000000000,407,500,4,4,1,Jakarta Selatan
770,5400000000,104,240,3,3,1,Jakarta Selatan
771,14000000000,407,800,4,3,1,Jakarta Selatan
772,25000000000,752,450,4,4,1,Jakarta Selatan
773,19000000000,380,600,4,4,1,Jakarta Selatan
774,1350000000,72,150,3,3,0,Jakarta Selatan
775,3500000000,156,95,4,3,1,Jakarta Selatan
776,14500000000,560,200,3,2,1,Jakarta Selatan
777,3500000000,100,186,4,3,1,Jakarta Selatan
778,2200000000,110,200,3,3,1,Jakarta Selatan
779,15500000000,1055,500,5,3,1,Jakarta Selatan
780,1300000000,65,108,3,2,1,Jakarta Selatan
781,1200000000,69,75,3,1,0,Jakarta Selatan
782,1310000000,51,60,2,2,0,Jakarta Selatan
783,2400000000,127,180,5,5,1,Jakarta Selatan
784,5500000000,234,115,2,2,1,Jakarta Selatan
785,15000000000,500,550,5,5,1,Jakarta Selatan
786,35500000000,1500,1000,6,6,1,Jakarta Selatan
787,3800000000,220,220,3,3,0,Jakarta Selatan
788,4970000000,154,300,6,4,1,Jakarta Selatan
789,10500000000,202,600,3,3,0,Jakarta Selatan
790,680000000,50,60,3,2,0,Jakarta Selatan
791,2570000000,107,120,3,3,0,Jakarta Selatan
792,14000000000,949,800,5,4,1,Jakarta Selatan
793,4600000000,201,350,4,3,1,Jakarta Selatan
794,4200000000,109,188,3,3,1,Jakarta Selatan
795,13500000000,465,365,5,5,1,Jakarta Selatan
796,700000000,60,52,3,2,1,Jakarta Selatan
797,1650000000,78,105,3,3,1,Jakarta Selatan
798,1300000000,86,135,3,2,0,Jakarta Selatan
799,80000000000,800,2000,7,6,1,Jakarta Selatan
800,11750000000,340,419,4,4,0,Jakarta Selatan
801,14900000000,291,400,4,4,0,Jakarta Selatan
802,57000000000,550,1200,5,5,1,Jakarta Selatan
803,1350000000,69,100,3,3,1,Jakarta Selatan
804,555000000,32,38,2,2,0,Jakarta Selatan
805,1200000000,60,70,3,2,1,Jakarta Selatan
806,2990000000,123,160,4,3,0,Jakarta Selatan
807,7500000000,150,350,3,3,1,Jakarta Selatan
808,4200000000,85,190,3,3,0,Jakarta Selatan
809,25000000000,850,530,6,4,1,Jakarta Selatan
810,1880000000,60,90,3,2,0,Jakarta Selatan
811,5300000000,144,285,4,3,1,Jakarta Selatan
812,1300000000,78,100,3,3,0,Jakarta Selatan
813,700000000,60,52,3,2,1,Jakarta Selatan
814,650000000,60,52,3,2,1,Jakarta Selatan
815,679000000,60,50,3,2,0,Jakarta Selatan
816,2200000000,110,200,4,4,0,Jakarta Selatan
817,1200000000,60,70,3,2,1,Jakarta Selatan
818,3750000000,321,220,5,5,1,Jakarta Selatan
819,15000000000,291,400,4,3,1,Jakarta Selatan
820,13500000000,500,640,5,5,1,Jakarta Selatan
821,15000000000,291,400,4,4,1,Jakarta Selatan
822,7050000000,128,315,3,3,1,Jakarta Selatan
823,13700000000,323,400,4,3,1,Jakarta Selatan
824,9500000000,239,436,4,4,1,Jakarta Selatan
825,14500000000,465,841,5,4,1,Jakarta Selatan
826,17000000000,392,500,4,4,1,Jakarta Selatan
827,32000000000,325,600,4,4,1,Jakarta Selatan
828,168000000000,1770,1000,5,5,1,Jakarta Selatan
829,30000000000,345,500,4,4,1,Jakarta Selatan
830,32000000000,430,600,4,4,1,Jakarta Selatan
831,180000000000,1442,1000,6,5,1,Jakarta Selatan
832,90000000000,1066,5000,8,6,1,Jakarta Selatan
833,35000000000,2600,700,5,5,1,Jakarta Selatan
834,23000000000,400,400,4,4,1,Jakarta Selatan
835,75000000000,1050,1500,5,5,1,Jakarta Selatan
836,68000000000,470,1000,5,5,1,Jakarta Selatan
837,135000000000,850,1000,5,4,1,Jakarta Selatan
838,165000000000,2122,1500,6,6,1,Jakarta Selatan
839,2800000000,75,150,4,2,1,Jakarta Selatan
840,12000000000,340,419,4,5,0,Jakarta Selatan
841,11000000000,769,400,4,3,1,Jakarta Selatan
842,33000000000,329,526,5,4,1,Jakarta Selatan
843,85000000000,770,500,4,4,1,Jakarta Selatan
844,3000000000,250,267,4,4,1,Jakarta Selatan
845,65000000000,586,600,5,4,1,Jakarta Selatan
846,7350000000,200,444,27,27,1,Jakarta Selatan
847,40000000000,340,850,5,5,1,Jakarta Selatan
848,120000000000,1050,998,5,5,1,Jakarta Selatan
849,110000000000,1050,2500,8,5,1,Jakarta Selatan
850,50000000000,912,600,5,4,1,Jakarta Selatan
851,5150000000,144,285,4,3,1,Jakarta Selatan
852,12500000000,875,578,6,5,1,Jakarta Selatan
853,2950000000,82,145,3,3,1,Jakarta Selatan
854,28000000000,490,500,5,4,1,Jakarta Selatan
855,15700000000,860,350,5,4,1,Jakarta Selatan
856,14900000000,291,400,4,4,0,Jakarta Selatan
857,15000000000,542,452,5,5,1,Jakarta Selatan
858,14500000000,325,450,3,3,1,Jakarta Selatan
859,72000000000,855,589,5,3,1,Jakarta Selatan
860,5200000000,390,250,3,2,1,Jakarta Selatan
861,7500000000,105,275,3,3,1,Jakarta Selatan
862,75000000000,3000,2000,4,4,1,Jakarta Selatan
863,8500000000,226,330,5,5,1,Jakarta Selatan
864,12500000000,340,419,4,4,0,Jakarta Selatan
865,6100000000,199,350,4,4,1,Jakarta Selatan
866,1280000000,72,78,3,2,0,Jakarta Selatan
867,30000000000,1100,800,5,6,1,Jakarta Selatan
868,11000000000,459,500,5,5,1,Jakarta Selatan
869,22900000000,680,850,4,4,0,Jakarta Selatan
870,9500000000,460,550,4,5,0,Jakarta Selatan
871,4970000000,161,300,5,3,0,Jakarta Selatan
872,42000000000,709,500,3,4,0,Jakarta Selatan
873,11000000000,256,350,4,4,1,Jakarta Selatan
874,28000000000,997,800,4,5,1,Jakarta Selatan
875,29900000000,680,650,6,6,0,Jakarta Selatan
876,12900000000,1145,400,6,4,0,Jakarta Selatan
877,4800000000,340,275,4,3,1,Jakarta Selatan
878,7000000000,248,240,4,2,0,Jakarta Selatan
879,15000000000,291,400,4,4,1,Jakarta Selatan
880,15000000000,1148,500,4,4,1,Jakarta Selatan
881,7300000000,385,270,3,2,1,Jakarta Selatan
882,4200000000,151,145,4,4,1,Jakarta Selatan
883,4500000000,203,100,4,3,1,Jakarta Selatan
884,23200000000,400,350,4,3,1,Jakarta Selatan
885,34000000000,525,525,4,4,1,Jakarta Selatan
886,7500000000,149,325,5,3,0,Jakarta Selatan
887,550000000,84,50,2,1,0,Jakarta Selatan
888,22000000000,616,800,6,5,1,Jakarta Selatan
889,1200000000,60,70,3,2,1,Jakarta Selatan
890,38000000000,320,1000,5,5,1,Jakarta Selatan
891,21000000000,560,700,5,5,1,Jakarta Selatan
892,60000000000,610,700,4,4,1,Jakarta Selatan
893,5800000000,126,256,3,3,1,Jakarta Selatan
894,15500000000,216,300,6,8,0,Jakarta Selatan
895,45000000000,483,1100,5,5,1,Jakarta Selatan
896,2700000000,310,400,6,4,1,Jakarta Selatan
897,1700000000,213,125,4,4,1,Jakarta Selatan
898,3250000000,146,70,6,2,1,Jakarta Selatan
